timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1732060800,Nov 20 2024 - 12:00am,complete,N/A,Chile,Venezuela,Facundo Tello Figueroa,12,0.55,1.09,0.63,1.13,4,2,6,5,3,2,"20,29,38,47","13,22",1,4,1,0,3,0,1,0,1,2,8,5,6,3,2,2,9,13,61,39,1.07,1.03,1.22,0.74,1.96,36,64,41,14,0,18,55,41,69,9.72,5.55,1.91,3.48,4.17,1.51,2.12,5.00,10.00,2.20,1.62,Nacional
1732060800,Nov 20 2024 - 12:00am,complete,N/A,Argentina,Peru,Wilmar Alexander Roldán Pérez,12,2.00,0.64,2.19,0.75,1,0,1,0,0,0,"55","",2,1,0,0,3,0,0,0,1,2,9,2,3,0,6,2,10,18,74,26,1.23,0.69,1.07,0.23,2.00,23,64,27,9,5,23,55,27,78,7.18,3.54,1.19,6.65,17.75,1.25,1.72,2.90,5.40,3.00,1.36,Estadio Alberto José Armando
1732063500,Nov 20 2024 - 12:45am,complete,N/A,Brazil,Uruguay,Piero Maza Gomez,12,1.55,1.73,1.56,1.50,1,1,2,0,0,0,"62","55",4,2,3,0,2,0,0,3,1,1,13,6,3,2,10,4,15,11,62,38,1.23,1.05,1.53,0.76,2.27,45,64,41,23,9,18,69,32,78,9.64,4.72,1.54,4.10,6.40,1.39,2.12,4.00,8.00,2.25,1.57,Arena Fonte Nova
1742511600,Mar 20 2025 - 11:00pm,complete,N/A,Paraguay,Chile,N/A,13,1.42,0.75,1.50,0.63,1,0,1,0,0,0,"60","",6,4,0,0,0,0,0,0,0,0,15,6,5,3,10,3,10,11,36,64,1.04,1.08,1.59,0.89,1.84,29,46,42,17,4,21,54,30,50,9.08,5.09,1.80,3.25,5.50,1.49,2.50,4.60,10.00,2.25,1.57,Estadio Manuel Ferreira
1742517900,Mar 21 2025 - 12:45am,complete,N/A,Brazil,Colombia,N/A,13,1.50,1.58,1.56,1.38,2,1,3,2,1,1,"6,90'9","41",4,2,3,0,1,0,2,1,0,1,17,10,7,3,10,7,15,24,51,49,1.25,1.47,1.83,1.15,2.21,46,59,38,21,8,4,63,46,75,9.83,4.66,1.76,3.37,5.24,1.42,2.30,4.33,8.50,2.10,1.67,N/A
1742520600,Mar 21 2025 - 1:30am,complete,N/A,Peru,Bolivia,N/A,13,0.58,1.08,0.75,1.06,3,1,4,2,2,0,"37,45,82","58",3,4,0,0,0,0,0,0,0,0,10,15,6,5,4,10,10,17,51,49,0.65,0.79,1.27,1.55,2.42,30,67,42,25,9,29,58,38,84,5.00,5.00,1.38,4.50,8.97,1.35,2.08,3.85,8.00,2.38,1.53,Estadio Nacional de Lima
1742590800,Mar 21 2025 - 9:00pm,complete,N/A,Ecuador,Venezuela,N/A,13,1.83,1.00,1.75,1.13,2,1,3,1,1,0,"39,46","90'1",5,2,1,0,2,0,0,1,0,2,15,10,5,6,10,4,13,13,71,29,1.11,1.01,1.66,1.20,1.71,34,46,29,13,4,17,54,25,63,9.00,4.17,1.41,4.33,8.29,1.40,2.15,4.20,8.50,2.50,1.50,Estadio de Liga Deportiva Universitaria
1742599800,Mar 21 2025 - 11:30pm,complete,N/A,Uruguay,Argentina,N/A,13,1.67,2.08,1.50,2.19,0,1,1,0,0,0,"","68",4,3,2,0,1,1,0,2,0,2,6,12,2,4,4,8,11,11,55,45,1.02,1.22,0.85,1.26,2.25,38,67,42,17,8,29,63,29,79,7.91,3.42,2.49,2.82,3.37,1.55,2.70,5.25,10.00,2.10,1.67,N/A
1742932800,Mar 25 2025 - 8:00pm,complete,N/A,Bolivia,Uruguay,N/A,14,1.00,1.54,1.06,1.50,0,0,0,0,0,0,"","",16,3,1,0,2,0,0,1,1,1,31,11,7,0,24,11,10,5,66,34,0.84,1.01,2.80,0.95,2.73,46,74,58,35,12,39,70,43,85,6.23,4.69,2.20,3.26,3.41,1.40,2.20,4.00,8.00,1.95,1.80,Estadio Municipal El Alto
1742947200,Mar 26 2025 - 12:00am,complete,N/A,Chile,Ecuador,N/A,14,0.69,1.92,0.63,1.75,0,0,0,0,0,0,"","",2,2,1,0,2,0,0,1,0,2,15,7,2,3,13,4,15,15,60,40,1.06,1.15,1.38,0.90,1.85,27,47,43,16,4,23,54,31,54,9.61,3.84,2.60,3.01,2.97,1.55,2.70,5.50,10.00,2.20,1.62,Nacional
1742947200,Mar 26 2025 - 12:00am,complete,N/A,Argentina,Brazil,N/A,14,2.15,1.62,2.19,1.56,4,1,5,4,3,1,"4,12,37,71","26",6,0,5,0,5,0,2,3,2,3,12,3,7,1,5,2,12,19,56,44,1.22,1.30,1.52,0.43,2.31,39,66,38,12,8,23,66,31,85,9.38,3.53,2.25,3.09,3.71,1.50,2.50,5.00,9.50,2.10,1.67,Estadio Monumental Antonio Vespucio Liberti
1742947200,Mar 26 2025 - 12:00am,complete,N/A,Venezuela,Peru,N/A,14,0.92,0.77,1.13,0.75,1,0,1,1,1,0,"41","",4,1,3,0,2,0,1,2,2,0,13,12,6,2,7,10,15,14,39,61,1.02,0.70,1.50,1.23,1.96,39,62,27,15,4,15,50,35,81,6.92,5.00,2.11,3.02,4.01,1.55,2.70,5.50,10.00,2.25,1.57,Estadio Monumental de Maturín
1742947200,Mar 26 2025 - 12:00am,complete,N/A,Colombia,Paraguay,N/A,14,1.46,1.54,1.38,1.50,2,2,4,3,2,1,"1,13","45'4,62",5,4,2,0,4,0,0,2,0,4,10,20,5,4,5,16,13,13,61,39,1.45,1.08,1.24,1.78,1.69,35,39,35,16,4,8,54,31,58,8.38,4.46,1.54,3.79,6.86,1.42,2.35,4.33,8.50,2.38,1.53,Estadio Metropolitano Roberto Meléndez
1749164400,Jun 05 2025 - 11:00pm,complete,N/A,Ecuador,Brazil,N/A,15,1.86,1.50,1.75,1.56,0,0,0,0,0,0,"","",4,3,0,0,0,0,0,0,0,0,7,3,3,2,4,1,14,9,52,48,1.13,1.24,0.82,0.49,1.93,39,50,36,14,7,18,61,29,65,9.50,4.00,4.30,3.15,2.08,1.66,3.00,5.50,15.00,2.30,1.53,N/A
1749164400,Jun 05 2025 - 11:00pm,complete,N/A,Paraguay,Uruguay,N/A,15,1.50,1.50,1.50,1.50,2,0,2,1,1,0,"13,81","",5,7,2,0,0,0,1,1,0,0,12,5,5,1,7,4,18,10,29,71,1.13,1.00,1.29,0.55,1.68,36,43,33,18,4,18,50,22,61,8.00,4.72,2.70,2.66,2.87,1.63,3.20,6.25,11.00,2.40,1.53,General Pablo Rojas
1749171600,Jun 06 2025 - 1:00am,complete,N/A,Chile,Argentina,N/A,15,0.71,2.21,0.63,2.19,0,1,1,1,0,1,"","16",1,4,4,0,2,0,1,3,0,2,7,10,3,4,4,6,9,9,34,66,1.09,1.24,0.94,1.14,2.29,29,61,47,18,11,33,57,29,72,8.85,3.79,5.05,3.30,1.80,1.44,2.42,4.60,10.00,2.10,1.67,Nacional
1749241800,Jun 06 2025 - 8:30pm,complete,N/A,Colombia,Peru,N/A,15,1.43,0.71,1.38,0.75,0,0,0,0,0,0,"","",2,4,1,0,1,0,1,0,1,0,15,4,0,1,15,3,10,5,71,29,1.43,0.73,1.47,0.56,1.97,36,54,32,22,4,14,54,36,71,6.85,4.50,1.23,4.80,11.00,1.30,1.85,3.20,6.00,2.61,1.52,Estadio Metropolitano Roberto Meléndez
1749247200,Jun 06 2025 - 10:00pm,complete,N/A,Venezuela,Bolivia,N/A,15,1.07,1.00,1.13,1.06,2,0,2,2,2,0,"5,30","",5,2,1,0,2,0,0,1,0,2,10,9,5,2,5,7,12,18,41,59,1.05,0.98,1.20,1.08,2.64,47,72,54,29,11,32,72,43,83,7.50,4.92,1.33,4.80,8.00,1.26,1.85,3.45,6.25,2.25,1.55,Estadio Monumental de Maturín
1749585600,Jun 10 2025 - 8:00pm,complete,N/A,Bolivia,Chile,N/A,16,0.93,0.67,1.06,0.63,2,0,2,1,1,0,"5,90","",6,6,1,1,3,1,1,1,1,3,17,12,7,2,10,10,7,13,47,53,0.99,1.08,1.70,1.06,2.57,34,67,57,30,10,40,67,40,67,7.74,4.67,1.67,3.60,5.00,1.28,2.03,3.30,7.41,1.80,1.90,Estadio Municipal El Alto
1749596400,Jun 10 2025 - 11:00pm,complete,N/A,Uruguay,Venezuela,N/A,16,1.40,1.20,1.50,1.13,2,0,2,1,1,0,"43,47","",10,1,2,0,3,0,2,0,2,1,12,10,5,1,7,9,15,10,59,41,0.97,1.06,1.45,0.73,2.03,44,64,33,17,7,20,60,30,73,8.20,4.80,1.48,4.10,7.83,1.47,2.25,4.00,8.25,2.58,1.53,N/A
1749600000,Jun 11 2025 - 12:00am,complete,N/A,Argentina,Colombia,N/A,16,2.27,1.40,2.19,1.38,1,1,2,1,0,1,"81","24",4,6,2,1,4,0,1,2,1,3,10,11,3,5,7,6,16,12,64,36,1.24,1.43,1.24,1.21,2.23,37,57,44,20,10,23,64,30,74,8.20,3.60,1.48,3.50,6.00,1.45,2.38,4.00,10.00,2.31,1.65,Estadio Monumental Antonio Vespucio Liberti
1749602700,Jun 11 2025 - 12:45am,complete,N/A,Brazil,Paraguay,N/A,16,1.47,1.60,1.56,1.50,1,0,1,1,1,0,"44","",11,3,2,0,1,0,2,0,1,0,11,5,4,1,7,4,11,16,73,27,1.19,1.14,1.51,0.63,1.94,40,50,34,17,7,17,60,23,67,9.14,4.73,1.40,4.45,8.88,1.33,2.12,3.50,7.50,2.38,1.53,Arena Corinthians
1749605400,Jun 11 2025 - 1:30am,complete,N/A,Peru,Ecuador,N/A,16,0.73,1.80,0.75,1.75,0,0,0,0,0,0,"","",2,0,4,0,1,1,2,2,1,1,13,10,5,3,8,7,11,13,53,47,0.72,1.11,1.55,1.10,1.37,20,37,20,10,0,13,44,24,54,7.20,3.53,3.30,2.75,2.40,1.76,3.10,6.50,17.00,2.45,1.55,Estadio Alejandro Villanueva
1757028600,Sep 04 2025 - 11:30pm,incomplete,N/A,Colombia,Bolivia,N/A,17,1.38,1.06,1.38,1.06,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.42,1.03,0.00,0.00,2.57,44,69,54,32,10,32,72,41,75,7.63,4.50,0.00,0.00,0.00,0.00,1.47,0.00,0.00,0.00,0.00,Estadio Metropolitano Roberto Meléndez
1757028600,Sep 04 2025 - 11:30pm,incomplete,N/A,Uruguay,Peru,N/A,17,1.50,0.75,1.50,0.75,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.00,0.77,0.00,0.00,1.69,29,54,22,16,3,16,47,25,69,7.07,4.50,0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.00,0.00,N/A
1757028600,Sep 04 2025 - 11:30pm,incomplete,N/A,Paraguay,Ecuador,N/A,17,1.50,1.75,1.50,1.75,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.11,1.11,0.00,0.00,1.29,22,28,25,10,0,13,50,16,44,8.38,3.63,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,General Pablo Rojas
1757028600,Sep 04 2025 - 11:30pm,incomplete,N/A,Argentina,Venezuela,N/A,17,2.19,1.13,2.19,1.13,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.24,1.04,0.00,0.00,2.22,38,66,35,13,10,25,69,25,78,8.13,4.26,0.00,0.00,0.00,0.00,1.57,0.00,0.00,0.00,0.00,Estadio Monumental Antonio Vespucio Liberti
1757032200,Sep 05 2025 - 12:30am,incomplete,N/A,Brazil,Chile,N/A,17,1.56,0.63,1.56,0.63,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.21,1.08,0.00,0.00,2.19,38,60,41,19,10,22,63,31,66,9.81,5.01,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,N/A
1757458800,Sep 09 2025 - 11:00pm,incomplete,N/A,Ecuador,Argentina,N/A,18,1.75,2.19,1.75,2.19,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.11,1.24,0.00,0.00,1.72,25,44,32,10,7,22,57,19,60,8.32,3.01,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,N/A
1757460600,Sep 09 2025 - 11:30pm,incomplete,N/A,Bolivia,Brazil,N/A,18,1.06,1.56,1.06,1.56,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1.21,0.00,0.00,2.66,44,72,51,29,13,35,75,38,78,8.69,4.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Municipal El Alto
1757460600,Sep 09 2025 - 11:30pm,incomplete,N/A,Venezuela,Colombia,N/A,18,1.13,1.38,1.13,1.38,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.04,1.42,0.00,0.00,2.13,47,63,38,19,6,16,66,35,72,8.19,4.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Monumental de Maturín
1757460600,Sep 09 2025 - 11:30pm,incomplete,N/A,Chile,Uruguay,N/A,18,0.63,1.50,0.63,1.50,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.08,1.00,0.00,0.00,2.00,32,60,38,19,6,22,56,28,66,8.94,4.82,0.00,0.00,0.00,0.00,2.35,0.00,0.00,0.00,0.00,Nacional
1757460600,Sep 09 2025 - 11:30pm,incomplete,N/A,Peru,Paraguay,N/A,18,0.75,1.50,0.75,1.50,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.77,1.11,0.00,0.00,1.44,22,38,19,13,0,13,47,19,57,6.88,4.56,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,N/A
